system   D            wsystem.c:583  maybe_parent_dir                 [   0.00035] Also searching E:\Visual Studio\Projects\SummerProject\
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.92333] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   1.92368] converting display bitmap 05204D30 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.92374] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.92375] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   1.92399] converting display bitmap 051F9490 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.92402] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.92403] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   1.92421] converting display bitmap 05205F28 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.92568] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.92569] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   1.92969] converting display bitmap 051FC708 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.93101] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.93102] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:905  d3d_destroy_display_internals    [   1.93458] waiting for display 00505340's thread to end
d3d      W         d3d_disp.cpp:617  d3d_destroy_device               [   1.93768] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1527 d3d_display_thread_proc          [   1.94744] d3d display thread exits
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.96121] removed dtor for object 051F69A8
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.96127] removed dtor for object 051F6B28
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.96129] removed dtor for object 052035E0
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.96153] removed dtor for object 051FC708
dtor     D               dtor.c:114  _al_run_destructors              [   1.96230] calling dtor for object 052142B8, func 0F282595
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.96233] removed dtor for object 052142B8
dtor     D               dtor.c:114  _al_run_destructors              [   1.96248] calling dtor for object 051BE678, func 0F282595
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.96250] removed dtor for object 051BE678
dtor     D               dtor.c:114  _al_run_destructors              [   1.96255] calling dtor for object 05204B18, func 0F282595
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.96256] removed dtor for object 05204B18
dtor     D               dtor.c:114  _al_run_destructors              [   1.96298] calling dtor for object 05204D30, func 0F282595
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.96299] removed dtor for object 05204D30
dtor     D               dtor.c:114  _al_run_destructors              [   1.96327] calling dtor for object 051F9490, func 0F282595
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.96328] removed dtor for object 051F9490
dtor     D               dtor.c:114  _al_run_destructors              [   1.96345] calling dtor for object 05205F28, func 0F282595
dtor     D               dtor.c:214  _al_unregister_destructor        [   1.96346] removed dtor for object 05205F28
audio-dsound D           dsound.cpp:289  _dsound_close                    [   1.96412] Releasing device
audio-dsound D           dsound.cpp:291  _dsound_close                    [   1.96539] Released device
audio-dsound I           dsound.cpp:294  _dsound_close                    [   1.96541] DirectSound closed
